age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret
74,167.2,71.3,F,oui,doctorat,Corse,non,oui,2588.0,célibataire,4.0,0.72,576.0,860.5039999999999,23329.68878507518
44,162.1,82.6,F,oui,bac,Bretagne,oui,non,2614.0,marié,4.0,0.01,576.0,1052.9299999999998,500.0
66,172.6,82.7,F,non,bac+2,Auvergne-Rhône-Alpes,non,oui,1018.0,célibataire,2.0,0.63,577.0,772.2760000000001,9781.364894180851
20,158.5,54.8,H,non,master,Normandie,non,oui,2912.0,veuf,3.0,0.34,581.0,1112.6619999999998,17852.537359250768
32,160.9,77.3,F,oui,bac,Auvergne-Rhône-Alpes,non,oui,2033.0,veuf,5.0,0.85,557.0,806.004,13669.31886405003
28,177.5,70.8,H,oui,aucun,Hauts-de-France,oui,oui,3443.0,célibataire,0.0,0.26,580.0,844.9440000000001,500.0
24,167.9,50.5,F,oui,bac,Occitanie,oui,oui,1685.0,divorcé,2.0,0.35,577.0,666.15,14051.63539734849
63,164.6,99.3,F,non,doctorat,Île-de-France,non,oui,2371.0,veuf,3.0,0.87,581.0,626.56,27124.288015359627
25,150.1,71.5,H,oui,bac,Corse,non,oui,2669.0,marié,2.0,0.9,577.0,431.6360000000001,8625.077310819364
60,179.2,44.1,F,oui,bac+2,Île-de-France,oui,oui,1893.0,divorcé,3.0,0.35,656.0,910.842,12612.621374535289
68,168.6,61.4,H,non,bac+2,Auvergne-Rhône-Alpes,non,oui,1007.0,veuf,4.0,0.95,576.0,707.836,17814.3603129932
56,184.8,44.4,F,non,doctorat,Occitanie,non,non,3128.0,divorcé,1.0,0.84,553.0,733.4560000000001,3833.354102818864
60,166.9,74.4,H,non,bac+2,Auvergne-Rhône-Alpes,oui,non,1861.0,divorcé,4.0,0.24,348.0,619.358,500.0
40,182.9,47.7,F,oui,bac,Hauts-de-France,oui,non,3635.0,divorcé,2.0,0.89,740.0,1183.622,500.0
26,174.4,72.1,F,non,aucun,Normandie,oui,non,1511.0,veuf,4.0,0.75,576.0,800.23,500.0
26,169.5,83.9,F,oui,doctorat,Occitanie,non,oui,3030.0,veuf,3.0,0.13,820.0,897.0899999999999,35348.64876190992
37,159.2,74.6,F,oui,bac+2,Hauts-de-France,oui,oui,5598.0,veuf,5.0,0.43,557.0,992.76,17310.303954491825
69,170.7,62.0,H,non,aucun,Île-de-France,non,non,500.0,marié,4.0,0.29,725.0,482.6199999999999,500.0
33,161.0,79.3,H,oui,bac,Occitanie,oui,oui,3078.0,célibataire,5.0,0.67,557.0,634.9580000000001,15942.314525456555
27,191.8,57.4,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3355.0,veuf,1.0,0.19,553.0,806.454,34713.92421117443
24,146.9,67.8,F,oui,aucun,Hauts-de-France,oui,non,1993.0,marié,0.0,0.77,488.0,581.558,500.0
31,159.7,53.7,F,oui,master,Hauts-de-France,oui,non,1348.0,marié,5.0,0.89,557.0,670.426,500.0
55,147.7,88.6,F,oui,doctorat,Occitanie,oui,oui,3949.0,divorcé,0.0,0.48,823.0,883.2700000000001,29471.09638797179
45,166.1,74.8,F,oui,master,Occitanie,oui,non,3350.0,marié,4.0,0.6,673.0,625.872,500.0
45,167.6,58.0,H,oui,bac+2,Normandie,non,non,2770.0,veuf,2.0,1.0,607.0,967.0800000000002,1383.1904886237637
63,166.3,66.9,H,oui,master,Auvergne-Rhône-Alpes,oui,oui,1121.0,célibataire,3.0,0.78,581.0,751.858,4161.7405852611
57,173.0,81.8,H,non,master,Corse,oui,oui,2059.0,divorcé,4.0,0.67,576.0,1053.24,500.0
68,171.4,80.4,H,non,master,Bretagne,non,oui,1576.0,célibataire,2.0,0.18,577.0,832.668,22458.55901686182
73,172.3,71.1,H,non,doctorat,Corse,oui,oui,1203.0,divorcé,0.0,0.61,580.0,971.76,4640.7751736350365
21,161.5,98.9,H,non,master,Île-de-France,non,oui,3029.0,marié,0.0,0.68,580.0,1023.9039999999999,29295.164946125675
51,163.7,46.1,H,non,bac,Corse,non,oui,2164.0,veuf,2.0,0.04,577.0,637.9620000000001,500.0
30,170.0,59.6,H,non,aucun,Bretagne,oui,non,1419.0,divorcé,4.0,0.72,392.0,715.22,500.0
68,159.9,81.1,H,non,aucun,Normandie,oui,oui,1658.0,veuf,3.0,0.89,422.0,809.0219999999999,500.0
66,172.4,82.1,H,non,master,Bretagne,oui,oui,4470.0,marié,1.0,0.41,359.0,828.758,15523.149263294406
68,175.7,36.7,F,oui,master,Normandie,non,non,836.0,marié,2.0,0.98,577.0,719.0439999999999,500.0
34,186.2,40.5,H,oui,aucun,Normandie,non,oui,1719.0,marié,2.0,0.06,577.0,772.5539999999999,9806.122808733253
55,180.0,71.0,F,oui,master,Île-de-France,oui,oui,3388.0,veuf,4.0,0.72,476.0,905.408,24219.908897169917
70,177.0,53.3,H,oui,master,Corse,non,oui,1294.0,divorcé,3.0,0.42,581.0,686.794,21345.87926073056
32,184.1,67.0,F,oui,master,Normandie,oui,non,1393.0,marié,0.0,0.94,580.0,912.9540000000001,500.0
61,178.2,64.9,H,non,bac,Hauts-de-France,non,oui,1913.0,marié,1.0,0.14,763.0,738.076,14689.539832612178
55,178.0,84.2,F,oui,aucun,Auvergne-Rhône-Alpes,non,non,1302.0,marié,3.0,0.3,581.0,1054.442,500.0
35,174.9,75.9,H,non,aucun,Normandie,oui,oui,2666.0,veuf,0.0,0.03,830.0,725.362,3738.15122909472
39,174.1,64.9,H,non,bac+2,Hauts-de-France,oui,non,2381.0,veuf,4.0,0.13,803.0,510.68999999999994,500.0
57,169.0,79.9,F,non,doctorat,Corse,oui,oui,1857.0,veuf,3.0,0.42,641.0,514.64,9969.429447889564
69,171.6,48.8,F,non,doctorat,Bretagne,oui,non,1476.0,marié,3.0,0.18,581.0,854.3100000000001,500.0
41,152.1,81.6,H,oui,bac+2,Corse,non,non,3950.0,veuf,5.0,0.29,503.0,881.244,500.0
25,185.9,42.4,F,oui,master,Normandie,oui,non,2490.0,célibataire,0.0,0.59,451.0,607.996,500.0
26,173.5,61.6,F,oui,bac,Auvergne-Rhône-Alpes,oui,non,2512.0,marié,3.0,0.03,581.0,317.21,500.0
36,164.1,43.8,F,non,bac,Provence-Alpes-Côte d’Azur,oui,non,4439.0,veuf,1.0,0.99,644.0,969.318,500.0
68,160.0,80.8,H,non,doctorat,Occitanie,non,non,1002.0,célibataire,3.0,0.52,581.0,739.5779999999999,500.0
20,150.8,90.9,F,oui,aucun,Île-de-France,non,oui,2171.0,divorcé,4.0,0.15,576.0,993.47,17768.290622195058
35,175.5,90.2,H,oui,master,Corse,non,oui,1078.0,veuf,3.0,0.9,719.0,795.854,14489.190386682125
55,171.3,53.6,H,oui,bac,Occitanie,non,oui,997.0,marié,2.0,0.57,789.0,797.414,15145.615965678611
66,162.0,49.7,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,4067.0,célibataire,0.0,0.08,363.0,817.89,500.0
46,181.1,50.7,F,non,aucun,Normandie,oui,non,2301.0,célibataire,2.0,0.21,577.0,967.4380000000001,500.0
37,159.7,49.8,H,non,doctorat,Hauts-de-France,non,oui,4989.0,veuf,0.0,0.22,580.0,884.924,35186.66956429233
27,168.7,77.0,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,500.0,divorcé,3.0,0.16,674.0,650.918,500.0
45,174.2,55.1,H,non,doctorat,Corse,oui,non,2222.0,divorcé,5.0,0.29,557.0,740.9300000000001,500.0
71,154.9,58.9,H,oui,bac+2,Île-de-France,non,oui,4170.0,veuf,2.0,0.09,577.0,728.94,35274.274461424524
45,163.6,49.8,H,non,master,Île-de-France,oui,oui,500.0,célibataire,5.0,0.87,557.0,482.6199999999999,17595.253624411256
38,172.4,91.4,H,non,bac+2,Occitanie,non,non,2580.0,veuf,2.0,0.66,577.0,486.1139999999999,500.0
27,169.2,73.3,H,oui,aucun,Normandie,oui,non,2965.0,marié,1.0,0.49,553.0,1307.961000000001,500.0
58,182.4,76.7,H,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,3021.0,veuf,3.0,1.0,581.0,535.11,13391.83680772964
28,158.8,68.4,H,oui,master,Île-de-France,oui,non,2673.0,divorcé,2.0,0.32,577.0,613.578,500.0
65,183.6,58.4,F,oui,aucun,Occitanie,oui,non,1378.0,marié,5.0,0.28,557.0,815.326,500.0
22,156.0,60.1,H,non,bac,Bretagne,oui,non,500.0,divorcé,1.0,0.87,450.0,806.098,500.0
69,176.0,47.9,F,oui,master,Île-de-France,oui,oui,2014.0,célibataire,5.0,0.11,557.0,473.896,18644.75551269439
39,185.7,46.3,F,non,aucun,Occitanie,non,oui,2128.0,marié,3.0,0.31,511.0,878.732,500.0
56,177.9,63.9,H,oui,bac+2,Île-de-France,non,oui,2988.0,divorcé,5.0,0.29,608.0,626.27,31915.413161279317
71,162.5,56.1,H,non,aucun,Bretagne,non,oui,2561.0,divorcé,4.0,0.46,591.0,862.734,6951.049702536611
52,156.9,76.8,F,oui,master,Auvergne-Rhône-Alpes,non,non,1066.0,marié,3.0,0.15,617.0,901.116,500.0
62,177.2,69.9,F,oui,doctorat,Bretagne,non,non,1290.0,célibataire,4.0,0.46,576.0,921.042,6535.340337088602
70,170.2,72.0,F,non,bac,Auvergne-Rhône-Alpes,oui,non,3037.0,veuf,4.0,0.36,576.0,715.668,500.0
70,158.9,78.3,H,non,aucun,Normandie,non,oui,3254.0,marié,4.0,0.66,576.0,790.1400000000001,13299.570559640746
50,180.8,85.5,H,oui,bac+2,Occitanie,non,oui,2243.0,célibataire,1.0,0.21,475.0,832.768,18268.911023549957
29,159.7,72.6,F,oui,doctorat,Normandie,non,non,500.0,célibataire,4.0,0.83,348.0,654.534,500.0
60,164.8,74.0,F,non,master,Provence-Alpes-Côte d’Azur,oui,non,4184.0,veuf,3.0,0.93,720.0,996.466,500.0
43,169.5,55.9,H,non,bac,Provence-Alpes-Côte d’Azur,oui,non,1782.0,célibataire,3.0,0.36,581.0,686.8519999999999,500.0
42,179.5,48.3,H,oui,aucun,Normandie,non,oui,2762.0,marié,1.0,0.4,433.0,792.0600000000001,13167.874098585917
28,179.6,75.4,H,non,doctorat,Occitanie,non,non,2849.0,divorcé,4.0,0.74,576.0,703.33,5876.08168713673
38,164.1,63.9,F,oui,master,Auvergne-Rhône-Alpes,non,oui,1791.0,célibataire,1.0,0.28,553.0,676.122,26063.849456923388
64,182.0,103.2,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,2738.0,divorcé,3.0,0.65,622.0,471.58,19942.55921405613
74,166.7,54.7,H,oui,aucun,Corse,oui,non,1181.0,divorcé,1.0,0.68,837.0,783.8300000000002,500.0
35,146.9,58.6,F,non,master,Île-de-France,oui,non,2341.0,divorcé,2.0,0.68,577.0,365.62,500.0
65,166.9,50.0,F,non,aucun,Occitanie,oui,oui,3604.0,divorcé,2.0,0.87,577.0,698.614,500.0
53,177.5,57.5,F,oui,bac,Occitanie,oui,oui,3274.0,célibataire,5.0,0.64,505.0,655.454,12674.143471485697
22,150.4,71.9,H,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,500.0,divorcé,3.0,0.48,581.0,713.5759999999999,12067.719839520172
30,146.9,70.4,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,4567.0,divorcé,1.0,0.61,553.0,799.4300000000001,500.0
61,156.2,64.7,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,3660.0,célibataire,4.0,0.0,576.0,537.37,27370.761151119943
22,186.5,45.7,F,oui,bac+2,Auvergne-Rhône-Alpes,non,non,2350.0,divorcé,0.0,0.69,580.0,1307.961000000001,500.0
70,177.4,49.8,F,non,doctorat,Corse,non,oui,2566.0,veuf,3.0,0.76,581.0,411.13,8648.56446904497
23,167.9,61.4,H,non,master,Corse,oui,oui,500.0,veuf,3.0,0.07,824.0,1056.134,1590.9633503445175
71,161.9,56.5,F,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,2843.0,marié,0.0,0.96,727.0,733.33,32483.99132969468
63,167.8,71.8,H,oui,doctorat,Corse,oui,non,3191.0,veuf,2.0,0.71,789.0,661.64,500.0
46,172.0,68.4,H,oui,master,Corse,non,oui,3213.0,marié,0.0,0.13,391.0,1209.88,23503.95750140131
51,167.9,73.2,F,oui,aucun,Normandie,non,non,1702.0,marié,2.0,0.77,577.0,707.762,500.0
48,174.1,64.1,H,non,doctorat,Bretagne,oui,oui,1427.0,célibataire,2.0,0.75,614.0,664.074,22411.23299050272
60,182.0,60.3,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,500.0,divorcé,1.0,0.4,553.0,713.5759999999999,500.0
66,179.0,71.5,F,non,doctorat,Bretagne,oui,non,1000.0,divorcé,0.0,0.18,452.0,734.256,500.0
22,160.0,81.4,F,non,master,Hauts-de-France,oui,non,1243.0,veuf,0.0,0.47,580.0,760.462,500.0
53,160.5,89.2,F,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,2048.0,veuf,5.0,0.48,376.0,790.7339999999999,5316.1181156881
19,168.2,91.9,F,oui,aucun,Île-de-France,non,non,802.0,marié,4.0,0.38,801.0,748.288,500.0
63,184.4,61.3,H,oui,master,Corse,non,oui,3573.0,marié,5.0,0.47,557.0,855.716,32604.918557067853
69,160.6,53.3,F,oui,master,Auvergne-Rhône-Alpes,oui,non,3306.0,veuf,3.0,0.51,581.0,808.9,500.0
31,180.2,86.9,H,oui,master,Auvergne-Rhône-Alpes,oui,oui,6155.0,célibataire,0.0,0.09,379.0,513.84,49356.68405204085
62,163.3,59.0,F,non,bac,Provence-Alpes-Côte d’Azur,non,oui,2349.0,célibataire,1.0,0.45,634.0,1254.5659999999998,5946.320819593767
43,158.4,55.3,F,oui,aucun,Occitanie,oui,oui,500.0,divorcé,3.0,0.3,581.0,656.9540000000001,500.0
31,170.2,52.4,H,non,aucun,Auvergne-Rhône-Alpes,non,non,1720.0,célibataire,0.0,0.03,580.0,939.76,500.0
60,174.5,99.5,F,non,doctorat,Hauts-de-France,oui,oui,3018.0,célibataire,4.0,0.79,576.0,855.5039999999999,3125.15424948565
71,175.1,69.1,F,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,1299.0,divorcé,4.0,0.04,576.0,803.68,2490.380594435334
43,177.1,59.9,F,oui,aucun,Normandie,non,oui,3633.0,célibataire,4.0,0.12,576.0,1002.762,8396.624621447341
73,170.0,76.7,F,oui,bac+2,Corse,non,oui,966.0,marié,0.0,0.76,580.0,951.784,500.0
39,170.5,87.0,F,non,bac,Hauts-de-France,non,non,1671.0,célibataire,5.0,0.04,784.0,309.14,500.0
35,176.0,72.4,F,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,2071.0,veuf,4.0,0.89,576.0,739.762,18254.57962217716
35,168.2,64.2,F,oui,bac,Auvergne-Rhône-Alpes,oui,non,3739.0,veuf,3.0,0.8,581.0,414.84,500.0
45,178.0,75.3,F,non,master,Normandie,non,oui,4962.0,divorcé,1.0,0.74,553.0,801.2500000000001,30712.084855966623
65,167.3,50.4,F,oui,bac+2,Normandie,oui,non,1948.0,divorcé,4.0,0.33,599.0,900.086,500.0
64,175.0,55.5,H,non,bac+2,Hauts-de-France,non,oui,1388.0,veuf,0.0,0.69,580.0,987.8060000000002,10199.27216653708
65,178.9,51.6,F,oui,bac+2,Bretagne,non,oui,2228.0,célibataire,2.0,0.25,627.0,844.1299999999999,26518.78949577035
69,183.7,68.0,F,non,bac,Île-de-France,oui,oui,500.0,célibataire,0.0,0.16,301.0,482.6199999999999,500.0
38,165.9,100.8,H,non,doctorat,Bretagne,non,oui,2562.0,célibataire,1.0,0.21,583.0,802.58,26346.08638259717
29,171.8,49.2,H,oui,doctorat,Occitanie,non,non,2912.0,célibataire,5.0,0.04,313.0,961.6779999999999,5887.495107904259
18,169.6,57.2,H,non,bac+2,Bretagne,oui,oui,2525.0,divorcé,4.0,0.11,807.0,467.05199999999996,27611.992362669524
67,183.8,53.5,F,oui,master,Hauts-de-France,non,non,4893.0,divorcé,3.0,0.04,462.0,708.98,500.0
38,173.9,95.1,H,oui,bac,Bretagne,oui,oui,2398.0,marié,5.0,0.78,330.0,957.0039999999999,8609.537891937116
58,171.8,60.9,H,non,bac+2,Corse,non,oui,2160.0,marié,1.0,0.0,553.0,841.128,5626.142708923061
24,156.2,64.8,F,oui,master,Corse,oui,oui,2265.0,célibataire,1.0,0.01,537.0,696.956,7485.515618447107
33,183.9,63.9,F,non,bac,Bretagne,non,non,2591.0,divorcé,3.0,0.81,581.0,749.788,500.0
43,172.5,35.806,F,oui,bac+2,Occitanie,non,oui,3625.0,marié,3.0,0.73,688.0,669.71,29804.602232965783
69,173.8,78.8,H,oui,doctorat,Hauts-de-France,non,oui,2214.0,célibataire,0.0,0.36,580.0,988.656,34454.62613536854
39,156.6,62.6,H,non,master,Île-de-France,non,non,1695.0,marié,4.0,0.57,472.0,797.1319999999998,500.0
34,174.1,48.1,H,non,master,Île-de-France,oui,oui,3681.0,marié,5.0,0.12,497.0,675.8720000000001,23101.80227565994
47,162.9,94.7,F,non,aucun,Île-de-France,non,oui,3797.0,veuf,1.0,0.96,553.0,748.574,9964.400313238522
37,160.7,46.8,H,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,2567.0,marié,0.0,0.89,430.0,565.708,7586.408271460594
61,180.0,65.6,F,oui,master,Auvergne-Rhône-Alpes,oui,non,2442.0,divorcé,5.0,0.23,456.0,1113.84,500.0
58,167.5,75.1,H,oui,bac,Île-de-France,non,non,2500.0,célibataire,1.0,0.45,553.0,814.53,1955.0920398713888
65,166.7,61.2,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,4346.0,célibataire,4.0,0.8,655.0,770.158,44140.2783513807
62,166.4,67.1,H,non,aucun,Île-de-France,non,oui,3228.0,marié,3.0,0.17,365.0,663.4399999999999,9966.569824527503
67,165.6,69.6,H,oui,master,Corse,non,oui,3475.0,célibataire,5.0,0.9,557.0,384.87,25387.82843869536
69,175.8,78.0,H,oui,aucun,Bretagne,non,oui,3670.0,marié,1.0,0.14,462.0,834.116,11221.231554459047
28,171.6,81.1,H,oui,bac+2,Île-de-France,oui,non,981.0,marié,3.0,0.93,581.0,575.0,500.0
31,182.6,67.8,H,oui,aucun,Île-de-France,non,oui,500.0,célibataire,3.0,0.49,581.0,482.6199999999999,500.0
36,176.2,79.7,F,non,doctorat,Île-de-France,oui,non,4051.0,marié,3.0,0.04,581.0,642.936,500.0
73,182.1,80.8,F,non,master,Auvergne-Rhône-Alpes,non,oui,2105.0,divorcé,5.0,0.07,643.0,777.514,11142.536987554397
66,172.3,67.1,H,oui,aucun,Hauts-de-France,non,non,1028.0,célibataire,2.0,0.08,577.0,943.21,500.0
27,160.3,62.3,H,non,doctorat,Bretagne,oui,non,1664.0,marié,5.0,0.91,649.0,867.5559999999999,500.0
64,185.2,43.1,F,oui,doctorat,Normandie,oui,oui,5114.0,divorcé,2.0,0.29,803.0,819.2240000000002,41376.08781332332
55,171.0,84.2,H,oui,aucun,Occitanie,non,oui,2214.0,marié,5.0,0.78,334.0,960.8279999999999,14539.639304170918
40,154.4,75.8,H,non,aucun,Occitanie,non,oui,3147.0,célibataire,5.0,0.96,557.0,1008.04,13169.178127959767
53,165.2,75.2,H,non,aucun,Corse,non,non,1157.0,veuf,4.0,0.86,576.0,846.0600000000001,500.0
72,164.5,55.7,H,oui,doctorat,Normandie,non,oui,3358.0,célibataire,2.0,0.29,577.0,702.172,44674.44852984379
48,183.0,79.0,H,oui,master,Occitanie,non,oui,684.0,célibataire,0.0,0.94,580.0,1038.252,22369.705545148503
64,146.9,59.1,H,non,bac+2,Bretagne,oui,oui,1342.0,divorcé,1.0,0.81,687.0,1092.708,2664.456947528504
25,161.4,57.0,F,non,bac+2,Normandie,non,oui,3899.0,divorcé,5.0,0.04,557.0,782.57,8419.826990118605
49,176.1,74.2,F,oui,doctorat,Corse,oui,oui,1907.0,marié,0.0,0.96,580.0,932.4859999999999,11787.714186008528
24,158.6,81.5,F,non,doctorat,Normandie,non,oui,4182.0,marié,2.0,0.23,481.0,996.466,23692.118874842086
56,174.1,78.3,F,non,doctorat,Corse,non,oui,2488.0,divorcé,2.0,0.13,738.0,532.08,10084.20742667185
32,154.3,63.8,H,oui,doctorat,Bretagne,non,oui,2147.0,divorcé,3.0,0.32,794.0,1307.961000000001,38752.70794554361
29,163.2,63.8,H,non,aucun,Île-de-France,oui,non,2739.0,célibataire,4.0,0.21,576.0,1237.07,500.0
46,178.3,68.6,F,oui,master,Hauts-de-France,non,non,1560.0,divorcé,1.0,0.61,553.0,716.55,500.0
74,172.7,81.5,F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,739.0,célibataire,4.0,0.36,673.0,470.87999999999994,3494.0279961624865
33,165.2,68.5,H,non,doctorat,Île-de-France,oui,non,3946.0,célibataire,2.0,0.87,577.0,787.408,1353.1672773618373
69,175.5,65.3,H,oui,bac,Normandie,oui,oui,3359.0,divorcé,4.0,0.03,576.0,543.2239999999999,13127.833045043511
56,165.4,66.3,F,non,bac+2,Occitanie,non,oui,543.0,veuf,1.0,0.2,417.0,804.278,13607.37323409482
20,158.7,43.2,F,non,master,Corse,non,oui,2021.0,divorcé,5.0,0.09,408.0,776.7760000000001,10515.386586844632
26,181.4,54.5,H,non,aucun,Île-de-France,oui,oui,1944.0,célibataire,3.0,0.97,581.0,847.29,10317.186204023566
35,170.9,59.4,H,non,aucun,Hauts-de-France,oui,oui,2712.0,veuf,2.0,0.58,484.0,825.626,500.0
24,166.0,81.7,H,oui,master,Bretagne,oui,non,500.0,célibataire,1.0,0.77,553.0,806.098,500.0
49,162.2,60.1,F,oui,aucun,Île-de-France,non,non,3489.0,divorcé,1.0,0.51,392.0,1034.63,500.0
47,170.9,91.1,H,oui,master,Hauts-de-France,non,non,3145.0,marié,2.0,0.22,331.0,704.068,500.0
18,152.7,75.1,F,non,bac,Bretagne,oui,non,3408.0,marié,4.0,0.24,592.0,1307.961000000001,500.0
38,167.5,80.5,H,oui,aucun,Corse,oui,oui,1562.0,célibataire,2.0,0.11,577.0,437.27,500.0
59,162.5,73.8,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,3263.0,marié,5.0,0.49,557.0,812.7059999999999,11607.042261402692
46,163.2,74.8,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,2629.0,célibataire,5.0,0.82,672.0,1238.49,500.0
46,172.4,71.0,H,non,bac+2,Bretagne,oui,oui,2325.0,marié,2.0,0.36,577.0,602.158,13930.217425514977
51,169.9,72.2,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,3663.0,célibataire,5.0,0.31,557.0,660.47,500.0
72,168.2,75.9,F,oui,bac+2,Bretagne,non,oui,2449.0,divorcé,5.0,0.28,643.0,480.37600000000003,22641.101301571893
70,180.0,80.2,F,oui,doctorat,Normandie,oui,oui,2944.0,veuf,3.0,0.76,581.0,794.528,18577.47809652782
25,190.5,103.2,H,non,bac+2,Bretagne,oui,oui,500.0,célibataire,4.0,0.21,635.0,806.098,3078.1464631230083
35,170.1,70.4,H,non,aucun,Bretagne,oui,oui,4780.0,célibataire,1.0,0.14,323.0,731.4459999999999,500.0
34,165.9,46.8,F,oui,aucun,Occitanie,non,oui,2322.0,divorcé,3.0,0.21,565.0,361.76,9218.415009962817
36,169.7,94.6,F,oui,bac,Occitanie,oui,oui,5338.0,marié,4.0,1.0,576.0,1194.61,14652.438524097992
65,182.6,97.7,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,3427.0,veuf,0.0,0.16,580.0,1108.316,24153.62967654251
19,179.1,66.5,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,953.0,veuf,3.0,0.19,581.0,1060.038,2711.9290795820216
65,156.1,94.8,F,oui,doctorat,Corse,non,oui,2816.0,divorcé,2.0,0.42,322.0,750.86,19810.33008697724
71,170.6,66.0,F,oui,bac,Hauts-de-France,non,oui,983.0,veuf,4.0,0.64,576.0,575.0,3525.3553636837214
67,170.7,81.8,F,oui,aucun,Hauts-de-France,non,non,2674.0,célibataire,4.0,0.33,576.0,905.55,500.0
26,182.5,54.0,F,oui,doctorat,Occitanie,oui,oui,3941.0,veuf,0.0,0.21,689.0,787.408,24129.908134658064
37,168.3,62.6,H,non,bac+2,Corse,oui,oui,4624.0,célibataire,5.0,0.65,557.0,760.626,7378.672628788799
26,180.2,69.5,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,500.0,veuf,5.0,0.82,306.0,713.5759999999999,500.0
27,176.6,83.7,H,oui,bac+2,Corse,non,oui,3566.0,marié,0.0,0.95,721.0,981.128,16998.042216951613
41,179.8,66.9,H,oui,aucun,Bretagne,non,oui,2555.0,divorcé,4.0,0.77,576.0,588.38,13989.15152146103
72,162.4,82.6,F,non,bac,Corse,non,non,1331.0,divorcé,4.0,0.35,576.0,856.0459999999999,500.0
31,189.9,70.1,F,oui,doctorat,Hauts-de-France,non,oui,1795.0,veuf,1.0,0.75,553.0,618.152,29891.85154521261
46,193.1,88.3,F,oui,master,Normandie,oui,non,952.0,divorcé,4.0,0.43,576.0,1060.038,500.0
34,160.9,60.1,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,3766.0,célibataire,3.0,0.02,581.0,402.76800000000003,33679.173231254215
69,166.8,66.4,H,oui,master,Corse,non,non,3816.0,veuf,0.0,0.32,460.0,860.374,500.0
63,151.8,64.7,H,non,bac+2,Corse,oui,non,1421.0,divorcé,2.0,0.16,602.0,939.07,500.0
38,157.9,91.1,F,oui,master,Hauts-de-France,non,oui,954.0,marié,1.0,0.48,701.0,996.008,14119.086134569843
25,174.5,81.9,F,non,doctorat,Occitanie,non,non,2845.0,veuf,3.0,0.13,581.0,768.5260000000001,500.0
46,159.4,44.8,F,non,aucun,Bretagne,non,non,1643.0,veuf,1.0,0.8,592.0,661.392,500.0
51,156.1,79.4,H,non,bac+2,Île-de-France,non,oui,1281.0,divorcé,4.0,0.29,576.0,572.764,15673.170948873523
73,176.5,56.2,F,non,bac+2,Corse,oui,oui,3740.0,veuf,4.0,0.24,601.0,1047.49,1585.500947334095
29,154.9,60.9,H,non,bac+2,Normandie,non,non,2618.0,divorcé,5.0,0.84,690.0,1052.9299999999998,500.0
22,163.0,82.5,H,non,doctorat,Île-de-France,non,oui,1957.0,divorcé,1.0,0.61,553.0,641.038,24927.37401204081
45,160.4,64.4,H,oui,doctorat,Normandie,non,oui,2448.0,veuf,5.0,0.8,557.0,555.95,21967.591368409256
54,181.2,78.1,H,oui,master,Bretagne,oui,non,500.0,divorcé,2.0,0.67,577.0,806.098,500.0
33,168.6,88.0,H,oui,master,Bretagne,oui,oui,3082.0,célibataire,4.0,0.51,376.0,1204.73,22094.54361026653
66,175.6,103.2,H,oui,master,Occitanie,oui,non,943.0,marié,1.0,0.82,553.0,1044.474,500.0
53,173.5,84.2,H,oui,bac,Normandie,oui,oui,2178.0,divorcé,1.0,0.02,553.0,442.28,8789.42175858382
35,161.0,87.8,H,non,doctorat,Auvergne-Rhône-Alpes,non,non,4348.0,veuf,3.0,0.36,308.0,770.254,7017.518016140904
23,173.7,56.3,F,oui,master,Auvergne-Rhône-Alpes,non,non,2655.0,célibataire,3.0,0.19,589.0,634.096,500.0
35,157.5,71.1,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,1415.0,célibataire,0.0,0.23,580.0,652.06,37943.66607221247
36,157.3,78.4,H,oui,bac+2,Occitanie,oui,oui,1922.0,marié,3.0,0.18,325.0,675.952,13707.45929461847
